# Field minima and maxima
# Time            	field             	min               	location(min)     	max               	location(max)     
0.27              	U                 	(1.0000000000e+00 -5.7324967934e-16 -2.4167835749e-16)	(7.4200000000e-01 8.0000000000e-01 8.5000000000e-01)	(1.0000000000e+00 2.3373566817e-16 4.8106400575e-16)	(-2.5800000000e-01 6.5000000000e-01 6.0000000000e-01)
0.27              	k                 	7.3283470640e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.27              	p                 	-2.9419929207e-15	(-5.0800000000e-01 8.5000000000e-01 8.5000000000e-01)	5.3221384055e-15	(-5.5800000000e-01 -3.0000000000e-01 -8.5000000000e-01)
0.27              	omega             	1.1233094193e+01	(1.0920000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.28              	nut               	6.5177288887e-04	(-2.5800000000e-01 8.0000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.28              	U                 	(1.0000000000e+00 -1.0406543065e-16 -3.6216709141e-16)	(-1.0800000000e-01 6.0000000000e-01 -3.0000000000e-01)	(1.0000000000e+00 2.5586559787e-16 4.2316098813e-16)	(9.2000000000e-02 -8.5000000000e-01 -8.5000000000e-01)
0.28              	k                 	7.2556697757e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.28              	p                 	-1.4177004676e-15	(9.9200000000e-01 8.5000000000e-01 -8.5000000000e-01)	8.2036933329e-15	(-5.5800000000e-01 8.5000000000e-01 -5.0000000000e-02)
0.28              	omega             	1.1129577966e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.29              	nut               	6.5132668080e-04	(-2.5800000000e-01 8.0000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.29              	U                 	(1.0000000000e+00 -5.1353574285e-16 -3.2869965760e-16)	(7.4200000000e-01 8.0000000000e-01 8.5000000000e-01)	(1.0000000000e+00 2.6567552155e-16 4.5260927820e-16)	(9.2000000000e-02 -8.5000000000e-01 -8.5000000000e-01)
0.29              	k                 	7.1843638370e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.29              	p                 	-1.3591540205e-14	(-5.5800000000e-01 5.5000000000e-01 1.0000000000e-01)	3.6094414942e-16	(1.0920000000e+00 8.5000000000e-01 8.5000000000e-01)
0.29              	omega             	1.1027952183e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.3               	nut               	6.5088068016e-04	(-2.0800000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.3               	U                 	(1.0000000000e+00 -5.9288480470e-16 -3.5314442898e-16)	(7.9200000000e-01 8.0000000000e-01 8.5000000000e-01)	(1.0000000000e+00 2.7501259228e-16 4.8253796207e-16)	(9.2000000000e-02 -8.5000000000e-01 -8.5000000000e-01)
0.3               	k                 	7.1143913156e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.3               	p                 	-1.7704186511e-15	(-4.5800000000e-01 8.5000000000e-01 8.5000000000e-01)	5.6510889829e-15	(-5.0800000000e-01 -8.5000000000e-01 -1.0000000000e-01)
0.3               	omega             	1.0928165525e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.31              	nut               	6.5039162766e-04	(-2.0800000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.31              	U                 	(1.0000000000e+00 -6.5520793238e-16 -4.2619773183e-16)	(-4.0800000000e-01 -8.0000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 2.7947589179e-16 5.0163303965e-16)	(9.2000000000e-02 -8.5000000000e-01 -8.5000000000e-01)
0.31              	k                 	7.0457156565e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.31              	p                 	-1.1735354874e-15	(1.0920000000e+00 5.0000000000e-02 -5.0000000000e-01)	7.5249489608e-15	(-1.0800000000e-01 8.5000000000e-01 8.5000000000e-01)
0.31              	omega             	1.0830168517e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.32              	nut               	6.4991254597e-04	(-2.0800000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.32              	U                 	(1.0000000000e+00 -6.8205258786e-16 -4.6839096275e-16)	(-4.0800000000e-01 -8.0000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 2.7222873746e-16 5.0607154471e-16)	(9.2000000000e-02 -8.5000000000e-01 -8.5000000000e-01)
0.32              	k                 	6.9783016195e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.32              	p                 	-1.6528928656e-14	(-5.0800000000e-01 8.5000000000e-01 8.5000000000e-01)	3.1821730638e-16	(1.1420000000e+00 6.0000000000e-01 -4.5000000000e-01)
0.32              	omega             	1.0733913442e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.33              	nut               	6.4946285846e-04	(-2.0800000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.33              	U                 	(1.0000000000e+00 -5.3994835935e-16 -4.8117740586e-16)	(7.9200000000e-01 8.0000000000e-01 8.5000000000e-01)	(1.0000000000e+00 8.5582760282e-16 8.3126123886e-16)	(-3.0800000000e-01 8.5000000000e-01 8.5000000000e-01)
0.33              	k                 	6.9121152213e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.33              	p                 	-6.7703922749e-16	(1.1420000000e+00 -7.5000000000e-01 1.5000000000e-01)	6.5440669493e-15	(3.9200000000e-01 -8.5000000000e-01 2.0000000000e-01)
0.33              	omega             	1.0639354262e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.34              	nut               	6.4902852937e-04	(-2.0800000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.34              	U                 	(1.0000000000e+00 -5.8660954210e-16 -4.3215434473e-16)	(-3.5800000000e-01 -8.0000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 2.5192519514e-16 5.4410405654e-16)	(-4.0800000000e-01 8.5000000000e-01 6.5000000000e-01)
0.34              	k                 	6.8471236797e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.34              	p                 	-4.7666695170e-15	(-5.5800000000e-01 -8.5000000000e-01 -8.0000000000e-01)	1.8707593100e-15	(6.9200000000e-01 2.5000000000e-01 8.5000000000e-01)
0.34              	omega             	1.0546446551e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.35              	nut               	6.4860132074e-04	(-1.5800000000e-01 -8.5000000000e-01 -7.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.35              	U                 	(1.0000000000e+00 -5.7692358978e-16 -5.3044381274e-16)	(-4.0800000000e-01 -8.0000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.0349736736e-16 5.1754657650e-16)	(-3.5800000000e-01 5.0000000000e-01 8.5000000000e-01)
0.35              	k                 	6.7832953620e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.35              	p                 	-1.2017836622e-14	(-5.0800000000e-01 -8.5000000000e-01 7.5000000000e-01)	2.8544462267e-16	(1.1420000000e+00 -4.5000000000e-01 -2.0000000000e-01)
0.35              	omega             	1.0455147418e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.36              	nut               	6.4812853958e-04	(-1.5800000000e-01 -8.5000000000e-01 -7.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.36              	U                 	(1.0000000000e+00 -6.1065269995e-16 -4.4429294119e-16)	(8.4200000000e-01 8.0000000000e-01 8.5000000000e-01)	(1.0000000000e+00 2.4364703619e-16 4.7400048150e-16)	(-2.5800000000e-01 6.5000000000e-01 6.0000000000e-01)
0.36              	k                 	6.7205997346e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.36              	p                 	-1.9791543309e-15	(-4.5800000000e-01 8.5000000000e-01 8.5000000000e-01)	4.5181327401e-15	(9.2000000000e-02 -5.0000000000e-01 -6.0000000000e-01)
0.36              	omega             	1.0365415446e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.37              	nut               	6.4767985973e-04	(-1.5800000000e-01 -8.5000000000e-01 -7.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.37              	U                 	(1.0000000000e+00 -8.7844228268e-16 -3.8205098916e-16)	(8.4200000000e-01 7.5000000000e-01 8.5000000000e-01)	(1.0000000000e+00 2.2679238927e-16 4.8286075144e-16)	(-2.5800000000e-01 6.5000000000e-01 6.0000000000e-01)
0.37              	k                 	6.6590073159e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.37              	p                 	-9.1876317426e-16	(1.0920000000e+00 -5.5000000000e-01 -3.0000000000e-01)	7.5735293492e-15	(1.4200000000e-01 -2.5000000000e-01 8.5000000000e-01)
0.37              	omega             	1.0277210628e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.38              	nut               	6.4724303134e-04	(-1.5800000000e-01 8.0000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.38              	U                 	(1.0000000000e+00 -4.5524495447e-16 -4.5959635633e-16)	(-4.0800000000e-01 -8.0000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 6.5558010995e-16 4.8881311302e-16)	(-3.5800000000e-01 6.0000000000e-01 8.5000000000e-01)
0.38              	k                 	6.5984896320e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.38              	p                 	-1.5167944025e-14	(-5.5800000000e-01 8.5000000000e-01 7.5000000000e-01)	3.9868180350e-16	(1.0920000000e+00 -8.5000000000e-01 -8.5000000000e-01)
0.38              	omega             	1.0190494307e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.39              	nut               	6.4681995794e-04	(-1.5800000000e-01 8.0000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.39              	U                 	(1.0000000000e+00 -8.3955425601e-16 -3.8267500090e-16)	(8.4200000000e-01 7.5000000000e-01 8.5000000000e-01)	(1.0000000000e+00 3.1309738520e-16 3.3065806979e-16)	(-2.0800000000e-01 2.5000000000e-01 8.5000000000e-01)
0.39              	k                 	6.5390191737e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.39              	p                 	-6.2854348092e-16	(1.0920000000e+00 4.0000000000e-01 2.0000000000e-01)	8.1095839971e-15	(-5.5800000000e-01 -3.0000000000e-01 -8.5000000000e-01)
0.39              	omega             	1.0105229119e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.4               	nut               	6.4641250995e-04	(-1.5800000000e-01 8.0000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.4               	U                 	(1.0000000000e+00 -5.9027065815e-16 -5.2964992283e-16)	(-3.5800000000e-01 -8.0000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 1.2012489634e-15 4.4577844105e-16)	(8.4200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.4               	k                 	6.4805693566e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.4               	p                 	-2.4819175021e-15	(-4.0800000000e-01 -8.5000000000e-01 8.5000000000e-01)	3.4680602326e-15	(4.4200000000e-01 8.5000000000e-01 3.0000000000e-01)
0.4               	omega             	1.0021378942e+01	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.41              	nut               	6.4596942614e-04	(-1.0800000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.41              	U                 	(1.0000000000e+00 -5.1718815352e-16 -4.7167837049e-16)	(-3.5800000000e-01 -8.0000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 3.4387229724e-16 2.9389204254e-16)	(7.4200000000e-01 -8.5000000000e-01 5.0000000000e-01)
0.41              	k                 	6.4231144822e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.41              	p                 	-8.1356824934e-15	(-5.0800000000e-01 8.5000000000e-01 8.5000000000e-01)	5.4198694474e-16	(9.4200000000e-01 -3.0000000000e-01 -2.0000000000e-01)
0.41              	omega             	9.9389088403e+00	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.42              	nut               	6.4553369282e-04	(-1.0800000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.42              	U                 	(1.0000000000e+00 -3.7214364658e-16 -5.3609941503e-16)	(-3.0800000000e-01 -8.0000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 1.2099043544e-15 4.1590268354e-16)	(8.4200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.42              	k                 	6.3666297020e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.42              	p                 	-6.8204017055e-16	(1.0920000000e+00 -5.5000000000e-01 -8.5000000000e-01)	5.7155628279e-15	(-5.5800000000e-01 8.5000000000e-01 1.5000000000e-01)
0.42              	omega             	9.8577850214e+00	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.43              	nut               	6.4510867361e-04	(-1.0800000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.43              	U                 	(1.0000000000e+00 -4.4899973568e-16 -5.3923238240e-16)	(5.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 1.2397577364e-15 4.7058564032e-16)	(8.9200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.43              	k                 	6.3110909823e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.43              	p                 	-8.4495161324e-15	(-5.5800000000e-01 -5.5000000000e-01 1.0000000000e-01)	5.9313790429e-16	(1.0920000000e+00 8.0000000000e-01 8.5000000000e-01)
0.43              	omega             	9.7779747859e+00	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.44              	nut               	6.4469612484e-04	(-1.0800000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.44              	U                 	(1.0000000000e+00 -6.4985016157e-17 -9.9443445095e-16)	(-1.5800000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 1.3170639128e-15 4.6729754944e-16)	(8.9200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.44              	k                 	6.2564750717e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.44              	p                 	-1.1334317964e-14	(-5.0800000000e-01 8.5000000000e-01 8.5000000000e-01)	5.1291799933e-16	(1.0420000000e+00 -3.0000000000e-01 2.5000000000e-01)
0.44              	omega             	9.6994464849e+00	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.45              	nut               	6.4429770887e-04	(-1.0800000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.45              	U                 	(1.0000000000e+00 -4.3221214907e-16 -5.0452082137e-16)	(-2.0800000000e-01 -8.0000000000e-01 -6.5000000000e-01)	(1.0000000000e+00 1.3880900816e-15 4.6631848595e-16)	(8.9200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.45              	k                 	6.2027594691e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.45              	p                 	-7.0094719759e-16	(1.0920000000e+00 -2.5000000000e-01 -6.5000000000e-01)	9.3080109391e-15	(-5.5800000000e-01 7.5000000000e-01 2.0000000000e-01)
0.45              	omega             	9.6221694785e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.46              	nut               	6.4389250746e-04	(-5.8000000000e-02 8.5000000000e-01 0.0000000000e+00)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.46              	U                 	(1.0000000000e+00 -5.9689710541e-16 -4.5958507885e-16)	(-8.0000000000e-03 -4.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 1.0970021687e-15 3.6332732397e-16)	(8.4200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.46              	k                 	6.1499223943e-03	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
0.46              	p                 	-1.3286000393e-14	(-5.5800000000e-01 -4.0000000000e-01 -2.0000000000e-01)	3.8271536977e-16	(1.1420000000e+00 -6.0000000000e-01 4.0000000000e-01)
0.46              	omega             	9.5461140951e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
